sample_id,manipulation_type,source_origin,variant_id,calibrated_status,calibrated_risk_level,origin_hint,manipulation_hint,evidence_summary,needs_manual_review,selected_model_evidence,decision_score_baseline,decision_score_r2_product,decision_score_r2_loss,max_chunk_spoof_baseline,baseline_status_baseline,baseline_status_r2_product,baseline_status_r2_loss
human_010_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.875,False,baseline+r2_loss,1.0,0.75,0.875,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_011_direct,clean_direct,ai,ai_direct,direct_ai_missed,medium,ai_synthetic,clean_direct_ai,,False,,0.0,0.0,0.0,0.0194193478673696,direct_ai_missed,direct_ai_missed,direct_ai_missed
ai_011_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.664>=0.10; r2_product partial_region_detected; r2_product inside_max=0.924>=0.65; r2_product region_delta=0.615>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.967>=0.65; r2_loss region_delta=0.640>=0.10,False,"baseline,r2_product,r2_loss",0.1538461538461538,0.1538461538461538,0.1538461538461538,0.9997658133506776,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_011_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_011_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.4375,0.0625,0.0625,0.9874479174613952,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed
human_011_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.1666666666666666,0.3333333333333333,0.999969720840454,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_011_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.971>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.962>=0.65,False,"baseline,r2_product,r2_loss",0.8666666666666667,0.2,0.3333333333333333,0.9999885559082032,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_011_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=0.917; r2_loss=0.833,False,baseline+r2_loss,0.9166666666666666,0.75,0.8333333333333334,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_011_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=0.727; r2_loss=0.000,False,baseline+r2_loss,0.7272727272727273,0.0,0.0,0.9729852676391602,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_012_direct,clean_direct,ai,ai_direct,direct_ai_missed,medium,ai_synthetic,clean_direct_ai,,False,,0.0,0.0,0.0,0.1375324726104736,direct_ai_missed,direct_ai_missed,direct_ai_missed
ai_012_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.765>=0.10; r2_product partial_region_detected; r2_product inside_max=0.835>=0.65; r2_product region_delta=0.222>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.830>=0.65; r2_loss region_delta=0.231>=0.10,False,"baseline,r2_product,r2_loss",0.1875,0.0625,0.0625,0.9999990463256836,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_012_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_012_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.7058823529411765,0.2352941176470588,0.2941176470588235,0.9997137188911438,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_012_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,"borderline (manual review): r2_score=0.077, baseline_max_spoof=1.000",True,ensemble_review,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.9999997615814208,clean_human_borderline,clean_human_accepted,clean_human_accepted
human_012_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product region_delta=0.211>=0.10; r2_loss partial_region_detected; r2_loss region_delta=0.280>=0.10,False,"baseline,r2_product,r2_loss",0.6875,0.0,0.0,0.9999997615814208,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_012_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_012_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_013_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.353>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.3529411764705882,0.2352941176470588,0.2941176470588235,0.9999908208847046,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_013_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.377>=0.10; r2_product partial_region_detected; r2_loss partial_region_detected,False,"baseline,r2_product,r2_loss",0.35,0.15,0.15,0.9999954700469972,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_013_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_013_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.6666666666666666,0.0,0.1111111111111111,0.9999902248382568,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_013_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.25,0.4166666666666667,1.0,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_013_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.960>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.974>=0.65,False,"baseline,r2_product,r2_loss",0.8666666666666667,0.2666666666666666,0.2666666666666666,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_013_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_013_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=0.917; r2_loss=0.000,False,baseline+r2_loss,0.9166666666666666,0.0,0.0,0.99977308511734,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_014_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.267>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.2666666666666666,0.2,0.2,0.9998701810836792,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_014_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.758>=0.10; r2_product partial_region_detected; r2_product inside_max=1.000>=0.65; r2_product region_delta=0.746>=0.10; r2_loss partial_region_detected; r2_loss inside_max=1.000>=0.65; r2_loss region_delta=0.732>=0.10,False,"baseline,r2_product,r2_loss",0.4117647058823529,0.2352941176470588,0.4117647058823529,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_014_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_014_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.5,0.1111111111111111,0.1111111111111111,0.9998511075973512,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed
human_014_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.6923076923076923,0.8461538461538461,1.0,clean_human_false_alarm,clean_human_borderline,clean_human_false_alarm
human_014_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.960>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.976>=0.65,False,"baseline,r2_product,r2_loss",0.9333333333333332,0.6666666666666666,0.7333333333333333,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_014_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_014_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_015_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.647>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.6470588235294118,0.1764705882352941,0.1764705882352941,0.9999849796295166,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_015_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.370>=0.10; r2_product partial_region_detected; r2_product inside_max=1.000>=0.65; r2_product region_delta=0.548>=0.10; r2_loss partial_region_detected; r2_loss inside_max=1.000>=0.65; r2_loss region_delta=0.525>=0.10,False,"baseline,r2_product,r2_loss",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_015_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_015_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.6666666666666666,0.0555555555555555,0.0555555555555555,0.9999933242797852,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_015_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,0.8333333333333334,0.5833333333333334,0.5833333333333334,1.0,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_015_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.999>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.998>=0.65,False,"baseline,r2_product,r2_loss",0.8,0.6,0.6,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_015_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_015_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=0.833; r2_loss=0.333,False,baseline+r2_loss,0.8333333333333334,0.1666666666666666,0.3333333333333333,1.0,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_016_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.588>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.5882352941176471,0.1176470588235294,0.2352941176470588,0.9999997615814208,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_016_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.226>=0.10; r2_product partial_region_detected; r2_product inside_max=0.998>=0.65; r2_product region_delta=0.255>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.998>=0.65; r2_loss region_delta=0.205>=0.10,False,"baseline,r2_product,r2_loss",0.5238095238095238,0.1904761904761904,0.238095238095238,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_016_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_016_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.625,0.125,0.125,0.9956005811691284,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed
human_016_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,0.75,0.25,0.25,0.998039186000824,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_016_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.900>=0.65,False,baseline,0.5263157894736842,0.1052631578947368,0.1052631578947368,0.9907855987548828,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_016_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_016_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_017_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.444>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.4444444444444444,0.1666666666666666,0.1666666666666666,0.9999992847442628,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_missed
ai_017_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.320>=0.10; r2_product partial_region_detected; r2_product inside_max=1.000>=0.65; r2_product region_delta=0.419>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.999>=0.65; r2_loss region_delta=0.438>=0.10,False,"baseline,r2_product,r2_loss",0.4761904761904761,0.238095238095238,0.238095238095238,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_017_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,0.9444444444444444,0.9444444444444444,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_017_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.6153846153846154,0.0769230769230769,0.1538461538461538,0.9970073103904724,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed
human_017_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.3333333333333333,0.3333333333333333,1.0,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_017_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.902>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.951>=0.65,False,"baseline,r2_product,r2_loss",0.8947368421052632,0.4736842105263157,0.5263157894736842,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_017_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_017_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.909,False,baseline+r2_loss,1.0,0.8181818181818182,0.9090909090909092,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_018_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.353>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.3529411764705882,0.4117647058823529,0.4117647058823529,0.9999998807907104,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_018_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.607>=0.10; r2_product partial_region_detected; r2_product inside_max=0.952>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.966>=0.65,False,"baseline,r2_product,r2_loss",0.4736842105263157,0.4210526315789473,0.4210526315789473,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_018_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_018_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.6,0.1333333333333333,0.1333333333333333,0.9902350902557372,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed
human_018_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,"borderline (manual review): r2_score=0.000, baseline_max_spoof=0.996",True,ensemble_review,0.5833333333333334,0.0,0.0,0.9956769347190856,clean_human_accepted,clean_human_accepted,clean_human_accepted
human_018_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.973>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.803>=0.65,False,"baseline,r2_loss",0.4666666666666667,0.0,0.0666666666666666,0.9956262111663818,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_detected
human_018_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,0.8333333333333334,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_018_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.800,False,baseline+r2_loss,1.0,0.8,0.8,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_019_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=0.998>=0.95; baseline suspicious_chunk_ratio=0.444>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.4444444444444444,0.1111111111111111,0.2777777777777778,0.997945249080658,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_file_level_missed_but_segment_suspicious
ai_019_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.228>=0.10; r2_product partial_region_detected; r2_product inside_max=0.983>=0.65; r2_product region_delta=0.292>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.984>=0.65; r2_loss region_delta=0.198>=0.10,False,"baseline,r2_product,r2_loss",0.5714285714285714,0.3333333333333333,0.4285714285714285,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_019_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,0.9444444444444444,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_019_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.8125,0.0,0.0,0.999962329864502,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_019_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=FAKE",True,file_level_fake,1.0,0.7857142857142857,0.8571428571428571,1.0,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm
human_019_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65,False,baseline,0.8125,0.6875,0.75,1.0,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_019_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_019_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.222,False,baseline+r2_loss,1.0,0.0,0.2222222222222222,0.9999998807907104,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_020_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.529>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.5294117647058824,0.1176470588235294,0.1176470588235294,1.0,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_020_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,r2_loss partial_region_detected; r2_loss inside_max=0.809>=0.65,False,r2_loss,0.631578947368421,0.2105263157894736,0.3157894736842105,1.0,partial_fabrication_missed,partial_fabrication_missed,partial_fabrication_detected
ai_020_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_020_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.7222222222222222,0.0,0.0,0.9989657402038574,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_020_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=FAKE",True,file_level_fake,1.0,1.0,1.0,1.0,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm
human_020_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.968>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.969>=0.65,False,"baseline,r2_product,r2_loss",0.9411764705882352,0.8235294117647058,0.8823529411764706,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
