sample_id,manipulation_type,source_origin,variant_id,calibrated_status,calibrated_risk_level,origin_hint,manipulation_hint,evidence_summary,needs_manual_review,selected_model_evidence,decision_score_baseline,decision_score_r2_product,decision_score_r2_loss,max_chunk_spoof_baseline,baseline_status_baseline,baseline_status_r2_product
human_014_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.9333333333333332,0.6666666666666666,0.7333333333333333,1.0,partial_fabrication_detected,partial_fabrication_detected
human_014_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_014_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_015_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.6470588235294118,0.1764705882352941,0.1764705882352941,0.9999849796295166,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_015_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected
ai_015_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_015_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,baseline FAKE or score>=0.65,False,baseline,0.6666666666666666,0.0555555555555555,0.0555555555555555,0.9999933242797852,ai_replay_detected,ai_replay_missed
human_015_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,R2 accepts clean but baseline segment evidence is extreme,True,"r2_product,baseline_segment",0.8333333333333334,0.5833333333333334,0.5833333333333334,1.0,clean_human_false_alarm,clean_human_accepted
human_015_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.8,0.6,0.6,1.0,partial_fabrication_detected,partial_fabrication_detected
human_015_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_015_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,0.8333333333333334,0.1666666666666666,0.3333333333333333,1.0,human_replay_manipulation_detected,human_replay_missed
ai_016_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.5882352941176471,0.1176470588235294,0.2352941176470588,0.9999997615814208,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_016_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.5238095238095238,0.1904761904761904,0.238095238095238,1.0,partial_fabrication_detected,partial_fabrication_detected
ai_016_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_016_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,baseline segment-suspicious only,False,baseline_segment,0.625,0.125,0.125,0.9956005811691284,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed
human_016_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,R2 accepts clean but baseline segment evidence is extreme,True,"r2_product,baseline_segment",0.75,0.25,0.25,0.998039186000824,clean_human_false_alarm,clean_human_accepted
human_016_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.5263157894736842,0.1052631578947368,0.1052631578947368,0.9907855987548828,partial_fabrication_detected,partial_fabrication_missed
human_016_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_016_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_017_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.4444444444444444,0.1666666666666666,0.1666666666666666,0.9999992847442628,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed
ai_017_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.4761904761904761,0.238095238095238,0.238095238095238,1.0,partial_fabrication_detected,partial_fabrication_detected
ai_017_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,0.9444444444444444,0.9444444444444444,1.0,ai_mixer_detected,ai_mixer_detected
ai_017_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,baseline segment-suspicious only,False,baseline_segment,0.6153846153846154,0.0769230769230769,0.1538461538461538,0.9970073103904724,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed
human_017_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,R2 accepts clean but baseline segment evidence is extreme,True,"r2_product,baseline_segment",1.0,0.3333333333333333,0.3333333333333333,1.0,clean_human_false_alarm,clean_human_accepted
human_017_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.8947368421052632,0.4736842105263157,0.5263157894736842,1.0,partial_fabrication_detected,partial_fabrication_detected
human_017_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_017_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.8181818181818182,0.9090909090909092,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_018_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.3529411764705882,0.4117647058823529,0.4117647058823529,0.9999998807907104,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_018_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.4736842105263157,0.4210526315789473,0.4210526315789473,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected
ai_018_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_018_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,baseline segment-suspicious only,False,baseline_segment,0.6,0.1333333333333333,0.1333333333333333,0.9902350902557372,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed
human_018_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,R2 accepts clean but baseline segment evidence is extreme,True,"r2_product,baseline_segment",0.5833333333333334,0.0,0.0,0.9956769347190856,clean_human_accepted,clean_human_accepted
human_018_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.4666666666666667,0.0,0.0666666666666666,0.9956262111663818,partial_fabrication_detected,partial_fabrication_missed
human_018_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,0.8333333333333334,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_018_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.8,0.8,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_019_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.4444444444444444,0.1111111111111111,0.2777777777777778,0.997945249080658,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed
ai_019_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.5714285714285714,0.3333333333333333,0.4285714285714285,1.0,partial_fabrication_detected,partial_fabrication_detected
ai_019_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,0.9444444444444444,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_019_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,baseline FAKE or score>=0.65,False,baseline,0.8125,0.0,0.0,0.999962329864502,ai_replay_detected,ai_replay_missed
human_019_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,R2 product+loss and baseline all high-risk,True,"r2_product,r2_loss,baseline",1.0,0.7857142857142857,0.8571428571428571,1.0,clean_human_false_alarm,clean_human_false_alarm
human_019_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.8125,0.6875,0.75,1.0,partial_fabrication_detected,partial_fabrication_missed
human_019_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_019_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.0,0.2222222222222222,0.9999998807907104,human_replay_manipulation_detected,human_replay_missed
ai_020_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.5294117647058824,0.1176470588235294,0.1176470588235294,1.0,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_020_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.631578947368421,0.2105263157894736,0.3157894736842105,1.0,partial_fabrication_missed,partial_fabrication_missed
ai_020_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_020_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,baseline FAKE or score>=0.65,False,baseline,0.7222222222222222,0.0,0.0,0.9989657402038574,ai_replay_detected,ai_replay_missed
human_020_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,R2 product+loss and baseline all high-risk,True,"r2_product,r2_loss,baseline",1.0,1.0,1.0,1.0,clean_human_false_alarm,clean_human_false_alarm
human_020_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.9411764705882352,0.8235294117647058,0.8823529411764706,1.0,partial_fabrication_detected,partial_fabrication_detected
human_020_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_020_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.1818181818181818,0.2727272727272727,0.9999605417251588,human_replay_manipulation_detected,human_replay_missed
ai_021_direct,clean_direct,ai,ai_direct,direct_ai_missed,medium,ai_synthetic,clean_direct_ai,,False,,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.6809316277503967,direct_ai_missed,direct_ai_missed
ai_021_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.9997569918632508,partial_fabrication_detected,partial_fabrication_detected
ai_021_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_021_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,baseline segment-suspicious only,False,baseline_segment,0.5625,0.0625,0.125,0.9959298968315125,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed
human_021_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,R2 accepts clean but baseline segment evidence is extreme,True,"r2_product,baseline_segment",0.5333333333333333,0.1333333333333333,0.1333333333333333,0.9997640252113342,clean_human_accepted,clean_human_accepted
human_021_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_missed,medium,mixed,partial_ai_insert,,False,,0.3888888888888889,0.0555555555555555,0.0555555555555555,0.9997761845588684,partial_fabrication_missed,partial_fabrication_missed
human_021_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,0.9333333333333332,0.9333333333333332,1.0,0.999981164932251,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_021_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.9,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_022_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.9999998807907104,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_022_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.3333333333333333,0.1904761904761904,0.2857142857142857,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected
ai_022_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_022_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,baseline FAKE or score>=0.65,False,baseline,0.7333333333333333,0.0666666666666666,0.2,0.999854564666748,ai_replay_detected,ai_replay_missed
human_022_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,R2 product+loss and baseline all high-risk,True,"r2_product,r2_loss,baseline",1.0,0.75,0.75,1.0,clean_human_false_alarm,clean_human_false_alarm
human_022_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.9285714285714286,0.6428571428571429,0.7142857142857143,1.0,partial_fabrication_detected,partial_fabrication_detected
human_022_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_022_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_023_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline segment-suspicious (priority),False,baseline_segment,0.25,0.0625,0.125,0.9999027252197266,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_023_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline/R2 partial region or metric threshold,False,partial,0.5,0.1666666666666666,0.2222222222222222,0.9999288320541382,partial_fabrication_detected,partial_fabrication_missed
ai_023_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected
ai_023_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,baseline FAKE or score>=0.65,False,baseline,0.9,0.0,0.2,0.9997640252113342,ai_replay_detected,ai_replay_missed
human_023_clean,clean_direct,human,human_clean,clean_human_accepted,low,human_bonafide,,R2 product+loss low-risk; baseline segment not extreme,False,"r2_product,r2_loss",0.0714285714285714,0.0,0.0714285714285714,0.6889395117759705,clean_human_accepted,clean_human_accepted
human_023_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_missed,medium,mixed,partial_ai_insert,,False,,0.1176470588235294,0.0,0.1176470588235294,0.9246196150779724,partial_fabrication_missed,partial_fabrication_missed
human_023_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,,False,baseline,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_023_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline FAKE or score>=0.65,False,baseline,1.0,0.7333333333333333,0.8666666666666667,0.9999868869781494,human_replay_manipulation_detected,human_replay_manipulation_detected
